Metagenome	Bin Name	Marker Lineage	# Genomes	# Markers	# Marker Sets	0	1	2	3	4	5+	Completeness	Contamination	Domain	Phylum	Class	Order	Family	Genus	Species	FastANI Reference	FastANI Reference Radius	FastANI Taxonomy	FastANI ANI	FastANI Alignment Fraction	Closest Placement Reference	Closest Placement Taxonomy	Closest Placement ANI	Closest Placement Alignment Fraction	Classification Method	Note	Other Related References	MSA AA Percent	RED Value	Warnings	...2	BinContigLenSum	hallmarkSum	gcMean	seqname	max_contigLen	max_score	max_contigLenGroup	full-partial	bin_high_group	bin_high_ContigLenSum	GroupPercent
C2	bin.109	k__Bacteria	2993	147	91	40	99	8	0	0	0	85.88	6.23	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Fen-1231		-	-	-	-	-	GCA_903910555.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Fen-1231;s__Fen-1231 sp903910555	80.98	0.62	taxonomic classification defined by topology and ANI	-	GCA_003171215.1, s__Fen-1231 sp0031712...	69.49	0.9773745961	-	107	3599760	0	63	NODE_405_length_84773_cov_7.009691	84773	NA	Bacteria?	NA	Bacteria?	3563672	98
C2	bin.110	k__Bacteria	5449	104	58	64	34	5	1	0	0	49.37	10.34	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	32.26	0.8323526155	-	108	2869620	3	65	NODE_1185_length_46313_cov_7.562584	46313	NA	Bacteria?	NA	Bacteria?	2789403	97
C2	bin.111	k__Bacteria	2993	147	91	25	110	11	1	0	0	94.17	10.44	Bacteria	Proteobacteria	Alphaproteobacteria	ATCC43930	Stellaceae	Aliidongia		-	-	-	-	-	GCA_014643535.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__Aliidongia;s__Aliidongia dinghuensis	84.22	0.61	taxonomic classification defined by topology and ANI	-	-	75.2	0.9563231145	-	109	6615335	13	66	NODE_402_length_85003_cov_6.324846	85003	NA	Bacteria?	NA	Bacteria?	6459232	97
C2	bin.112	f__Enterobacteriaceae	223	876	305	318	558	0	0	0	0	60.25	0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Rahnella	Rahnella chamberiensis_A	GCF_009295505.1	95	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Rahnella;s__Rahnella chamberiensis_A	99.23	0.95	GCF_009295505.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Rahnella;s__Rahnella chamberiensis_A	99.23	0.95	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002951615.1, s__Rahnella sp0029516...	58.82	-	-	110	2329658	24	52	NODE_2_length_948369_cov_133.682029	948369	0.9	dsDNAphage	|0_partial	Bacteria?	1346392	57
C2	bin.113	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	111	118833	7	40	NODE_4000_length_21706_cov_3.893446	21706	0.98	dsDNAphage	|full	dsDNAphage	55249	46
C2	bin.114	k__Archaea	207	149	107	138	11	0	0	0	0	2.44	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112	575694	1	50	NODE_6476_length_15675_cov_3.265429	15675	0.627	NCLDV	|full	Bacteria?	366021	63
C2	bin.115	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	113	359293	24	34	NODE_21_length_359293_cov_28.730616	359293	1	dsDNAphage	|full	dsDNAphage	359293	100
C2	bin.116	o__Sphingomonadales	26	569	293	250	306	13	0	0	0	58.25	2.5	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium		-	-	-	-	-	GCF_001598555.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium rosa	89.29	0.69	taxonomic classification defined by topology and ANI	-	GCF_003208375.1, s__Novosphingobium sp...	39.01	0.9979375389	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	114	1658401	0	64	NODE_3347_length_24583_cov_3.737117	24583	NA	Bacteria?	NA	Bacteria?	1608638	96
C2	bin.117	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	115	247111	10	57	NODE_74_length_208099_cov_11.159481	208099	1	dsDNAphage	|full	dsDNAphage	247111	100
C2	bin.118	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	116	301053	5	53	NODE_2662_length_28388_cov_3.796386	28388	0.993	dsDNAphage	|full	dsDNAphage	244372	81
C2	bin.119	k__Bacteria	5449	103	57	85	17	1	0	0	0	25.44	1.75	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	19.71	0.8153332606	-	117	170350	0	36	NODE_11858_length_10299_cov_3.204900	10299	NA	Bacteria?	NA	Bacteria?	147572	86
C2	bin.120	k__Bacteria	5449	101	57	63	29	9	0	0	0	59.12	13.51	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Palsa-1447		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	31.29	0.9343524771	-	118	2500901	2	65	NODE_627_length_65476_cov_6.105960	65476	NA	Bacteria?	NA	Bacteria?	2387077	95
C2	bin.121	k__Bacteria	5449	104	58	72	32	0	0	0	0	34.92	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Roseiarcus		-	-	-	-	-	GCF_009765995.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Roseiarcus;s__Roseiarcus sp009765995	81.04	0.65	taxonomic classification defined by topology and ANI	-	GCA_003164915.1, s__Roseiarcus sp00316...	30.59	0.9757463674	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	119	959490	0	63	NODE_6598_length_15467_cov_4.439333	15467	NA	Bacteria?	NA	Bacteria?	922298	96
C2	bin.122	k__Bacteria	924	151	101	42	100	6	3	0	0	62.87	1.71	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	JACDET01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	61.72	0.8771753325	-	120	1596750	11	37	NODE_426_length_82176_cov_6.083694	82176	NA	Bacteria?	NA	Bacteria?	1427366	89
C2	bin.123	k__Bacteria	88	227	146	3	224	0	0	0	0	97.95	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	CAITEC01		-	-	-	-	-	GCA_903891325.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__CAITEC01;s__CAITEC01 sp903891325	77.09	0.2	taxonomic classification defined by topology and ANI	-	-	89	0.9470221511	-	121	2287052	0	62	NODE_14_length_408691_cov_28.922474	408691	NA	Bacteria?	NA	Bacteria?	2287052	100
C2	bin.124	k__Bacteria	2258	188	117	52	134	2	0	0	0	91.87	1.71	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	Palsa-343		-	-	-	-	-	-	-	-	-	ANI	-	GCA_003166955.1, s__Palsa-343 sp003166...	69.31	0.9399407034	-	122	5093738	9	61	NODE_24_length_338019_cov_15.356319	338019	NA	Bacteria?	NA	Bacteria?	4837612	94
C2	bin.125	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	123	250442	4	62	NODE_560_length_69579_cov_13.676759	69579	0.993	dsDNAphage	|full	dsDNAphage	229567	91
C2	bin.126	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	124	294470	0	54	NODE_713_length_61383_cov_5.054559	61383	NA	Bacteria?	NA	dsDNAphage	104753	35
C2	bin.127	k__Bacteria	5449	104	58	82	19	2	1	0	0	26.52	6.03	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	20.73	0.9232786844	-	125	331662	0	67	NODE_15996_length_8385_cov_3.556543	8385	0.647	dsDNAphage	|full	Bacteria?	317337	95
C2	bin.128	k__Archaea	207	149	107	25	123	1	0	0	0	81	0.93	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	UBA12276		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	69.61	0.8287011349	-	126	1037696	0	49	NODE_5_length_725089_cov_16.491962	725089	NA	Bacteria?	NA	Bacteria?	1037696	100
C2	bin.129	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	127	340438	6	44	NODE_94_length_181086_cov_6.114715	181086	1	dsDNAphage	|full	dsDNAphage	308222	90
C2	bin.130	k__Archaea	207	149	107	140	9	0	0	0	0	1.83	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	128	283971	2	47	NODE_105_length_175530_cov_5.976447	175530	0.753	NCLDV	|full	NCLDV	226163	79
C2	bin.131	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	129	162736	0	61	NODE_2670_length_28321_cov_3.920611	28321	NA	Bacteria?	NA	Bacteria?	135914	83
C2	bin.132	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	130	289621	1	25	NODE_2891_length_26969_cov_5.534740	26969	NA	Bacteria?	NA	Bacteria?	261896	90
C2	bin.133	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	131	16988	2	62	NODE_25238_length_6191_cov_2.570893	6191	1	dsDNAphage	|full	Bacteria?	10797	63
C2	bin.134	k__Bacteria	5449	104	58	86	13	3	2	0	0	21.16	7.76	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales				-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	17.25	0.7213191702	-	132	633934	1	67	NODE_7970_length_13597_cov_4.251218	13597	NA	Bacteria?	NA	Bacteria?	616055	97
C2	bin.135	k__Bacteria	5449	104	58	89	15	0	0	0	0	19.12	0	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	PALSA-1152		-	-	-	-	-	GCA_003151595.1	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__PALSA-1152;s__PALSA-1152 sp003151595	78.54	0.51	taxonomic classification defined by topology and ANI	-	-	16.82	0.8969952527	-	133	228634	4	69	NODE_12338_length_10013_cov_3.241715	10013	1	dsDNAphage	|full	Bacteria?	193697	84
C2	bin.136	k__Bacteria	5449	104	58	84	20	0	0	0	0	33.62	0	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia phenazinium_B	GCF_900141745.1	95	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia phenazinium_B	98.65	0.96	GCF_900141745.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia phenazinium_B	98.65	0.96	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_004365055.1, s__Paraburkholderia p...	26.27	-	-	134	4509338	9	61	NODE_168_length_137543_cov_43.703763	137543	NA	Bacteria?	NA	Bacteria?	4418201	97
C2	bin.137	k__Bacteria	5449	104	58	54	50	0	0	0	0	74.29	0	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter		-	-	-	-	-	-	-	-	-	taxonomic classification defined by topology and ANI	-	GCF_014200495.1, s__Mucilaginibacter s...	63.45	0.9848617327	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	135	5719770	10	41	NODE_258_length_108614_cov_5.893100	108614	NA	Bacteria?	NA	Bacteria?	5485072	95
C2	bin.138	k__Bacteria	5449	104	58	27	22	27	21	7	0	89.97	133.4	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Bog-1198		-	-	-	-	-	GCA_003165495.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__Bog-1198 sp003165495	80.74	0.64	taxonomic classification defined by topology and ANI	-	GCA_003134045.1, s__Bog-1198 sp0031340...	13.64	0.9717777782	Genome has more than 74.2% of markers with multiple hits	136	12817030	31	61	NODE_199_length_125574_cov_9.999984	125574	NA	Bacteria?	NA	Bacteria?	12190371	95
C2	bin.139	k__Bacteria	2258	188	117	21	164	3	0	0	0	95.01	1.71	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	JABCZH01		-	-	-	-	-	GCA_013289795.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__JABCZH01;s__JABCZH01 sp013289795	83.1	0.66	taxonomic classification defined by topology and ANI	-	-	86.26	0.981376738	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	137	5812021	12	56	NODE_28_length_315059_cov_16.667699	315059	NA	Bacteria?	NA	Bacteria?	5456424	93
C2	bin.140	g__Clostridium	44	404	145	2	388	12	2	0	0	98.62	5.78	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae			-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	93.51	0.8172518237	-	138	4539601	19	34	NODE_117_length_166960_cov_7.013762	166960	NA	Bacteria?	NA	Bacteria?	4404396	97
C2	bin.141	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	139	353786	0	57	NODE_745_length_60089_cov_28.878252	60089	NA	Bacteria?	NA	Bacteria?	353786	100
C2	bin.142	k__Bacteria	88	227	146	62	87	73	5	0	0	81.34	45.05	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae			-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	38.14	0.8972622755	Genome has more than 26.7% of markers with multiple hits	140	4340679	17	60	NODE_571_length_69178_cov_12.427296	69178	NA	Bacteria?	NA	Bacteria?	4071629	93
C2	bin.143	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	141	5743	0	68	NODE_28100_length_5743_cov_2.644515	5743	NA	Bacteria?	NA	Bacteria?	5743	100
B1	bin.001	k__Bacteria	5449	104	58	0	4	7	16	8	69	100	693.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	29091175	75	58	NODE_28_length_80520_cov_6.490748	80520	NA	Bacteria?	NA	Bacteria?	27882434	95
B1	bin.002	k__Bacteria	5449	104	58	24	79	1	0	0	0	67.22	1.72	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA6065			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	54.08	0.8288364817	-	1	524458	0	52	NODE_33_length_71040_cov_5.936719	71040	NA	Bacteria?	NA	Bacteria?	524458	100
B1	bin.003	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	400370	7	61	NODE_36_length_67653_cov_5.458327	67653	0.92	dsDNAphage	|full	dsDNAphage	342246	85
B1	bin.004	k__Bacteria	5449	104	58	78	24	2	0	0	0	29.39	3.45	Bacteria	Bacteroidota	Bacteroidia	AKYH767	Palsa-948	JABEUT01		-	-	-	-	-	-	-	-	-	ANI	-	GCA_013288205.1, s__JABEUT01 sp0132882...	16.6	0.9174097898	-	3	76135	0	37	NODE_392_length_17296_cov_5.565918	17296	0.967	dsDNAphage	|full	Bacteria?	53727	70
B1	bin.005	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	28849	0	63	NODE_987_length_11093_cov_4.471915	11093	NA	Bacteria?	NA	Bacteria?	28849	100
B1	bin.006	k__Bacteria	924	151	101	63	80	8	0	0	0	51.91	6.93	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	44.69	0.8774720632	-	5	502076	0	52	NODE_129_length_32045_cov_4.280431	32045	NA	Bacteria?	NA	Bacteria?	426893	85
B1	bin.007	k__Bacteria	924	151	101	47	102	2	0	0	0	58.22	1.32	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	62.8	0.878127231	-	6	730648	0	52	NODE_10_length_145493_cov_9.696861	145493	NA	Bacteria?	NA	Bacteria?	708052	96
B1	bin.008	o__Rhizobiales	107	485	316	196	206	70	10	3	0	64.18	21.69	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	BOG-931		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	38.36	0.9425733737	Genome has more than 14.2% of markers with multiple hits	7	651006	0	61	NODE_533_length_15209_cov_3.040517	15209	NA	Bacteria?	NA	Bacteria?	637717	97
B1	bin.009	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	216371	14	49	NODE_4_length_216371_cov_11.152869	216371	1	dsDNAphage	|full	dsDNAphage	216371	100
B1	bin.010	k__Bacteria	2993	143	89	55	67	20	1	0	0	55.07	12.57	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2163	UBA10103		-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	39.43	0.9264880332	Genome has more than 10.0% of markers with multiple hits	9	364639	0	54	NODE_55_length_53221_cov_5.795151	53221	NA	Bacteria?	NA	Bacteria?	333982	91
B1	bin.011	k__Bacteria	5449	104	58	77	26	1	0	0	0	37.23	0.86	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Collimonas		-	-	-	-	-	GCF_001584185.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Collimonas;s__Collimonas pratensis	93.14	0.89	taxonomic classification defined by topology and ANI	-	GCF_002564105.1, s__Collimonas sp00256...	24.68	0.9985782476	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	10	979920	0	59	NODE_317_length_19137_cov_4.079551	19137	NA	Bacteria?	NA	Bacteria?	931631	95
B1	bin.012	c__Gammaproteobacteria	67	481	276	212	183	64	13	7	2	57.83	26.01	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae			-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	31.94	0.8470209828	Genome has more than 12.5% of markers with multiple hits	11	1762919	18	60	NODE_69_length_45339_cov_9.425095	45339	1	dsDNAphage	|full	Bacteria?	1605197	91
B1	bin.013	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	236900	0	61	NODE_151_length_29021_cov_6.363081	29021	0.527	lavidaviridae	|full	Bacteria?	172236	72
B1	bin.014	k__Bacteria	5449	101	57	84	16	1	0	0	0	22.81	1.75	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Palsa-1447		-	-	-	-	-	GCA_003140665.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__Palsa-1447 sp003140665	79.46	0.47	taxonomic classification defined by topology and ANI	-	GCA_003164715.1, s__Palsa-1447 sp00316...	24.24	0.9712853612	-	13	383692	0	67	NODE_197_length_24204_cov_3.715433	24204	NA	Bacteria?	NA	Bacteria?	378477	98
B1	bin.015	k__Bacteria	88	230	148	32	158	40	0	0	0	88.98	20.95	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA11358	UBA11358		-	-	-	-	-	GCA_003133815.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA11358;s__UBA11358 sp003133815	82.94	0.49	taxonomic classification defined by topology and ANI	-	GCA_003139955.1, s__UBA11358 sp0031399...	59.36	0.9612359092	Genome has more than 16.7% of markers with multiple hits	14	2854704	2	54	NODE_62_length_48060_cov_5.590168	48060	NA	Bacteria?	NA	Bacteria?	2707015	94
B1	bin.016	k__Bacteria	5449	104	58	82	22	0	0	0	0	28.22	0	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	24.38	0.8693814305	-	15	279335	0	47	NODE_703_length_13169_cov_3.967668	13169	NA	Bacteria?	NA	Bacteria?	235840	84
B1	bin.017	k__Bacteria	5449	104	58	83	21	0	0	0	0	25.16	0	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella		-	-	-	-	-	GCF_903832005.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__Reyranella aerosaccus_B	84.03	0.31	taxonomic classification defined by topology and ANI	-	GCF_903915535.1, s__Reyranella aerosac...	16.56	0.979720293	-	16	163447	0	65	NODE_1554_length_8993_cov_2.914634	8993	NA	Bacteria?	NA	Bacteria?	163447	100
B1	bin.018	k__Bacteria	2258	187	116	16	169	2	0	0	0	95.85	1.29	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	Terracidiphilus		-	-	-	-	-	-	-	-	-	ANI	-	GCA_003170825.1, s__Terracidiphilus sp...	91.5	0.924730602	-	17	4386541	4	62	NODE_1_length_449271_cov_24.657383	449271	NA	Bacteria?	NA	Bacteria?	4254568	96
B1	bin.019	k__Bacteria	5449	104	58	98	6	0	0	0	0	9.48	0	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium		-	-	-	-	-	-	-	-	-	ANI	-	GCA_903897605.1, s__Rhizomicrobium sp9...	11.26	0.9439447386	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
B1	bin.020	k__Bacteria	88	227	146	111	112	4	0	0	0	51.95	2.28	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae			-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	41.04	0.8766950545	-	18	1218009	5	59	NODE_40_length_64622_cov_10.059674	64622	NA	Bacteria?	NA	Bacteria?	1127734	92
B1	bin.021	k__Bacteria	5449	104	58	84	20	0	0	0	0	18.34	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA11358	UBA11358		-	-	-	-	-	GCA_003133815.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA11358;s__UBA11358 sp003133815	80.25	0.5	taxonomic classification defined by topology and ANI	-	GCA_003139955.1, s__UBA11358 sp0031399...	21.18	0.9575336071	-	19	424450	2	53	NODE_464_length_16071_cov_4.408904	16071	NA	Bacteria?	NA	Bacteria?	378155	89
B2	bin.001	k__Bacteria	5449	104	58	89	15	0	0	0	0	24.14	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA11358	PLZL01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	15.07	0.9136881456	-	0	232828	0	54	NODE_13248_length_8543_cov_3.265434	8543	NA	Bacteria?	NA	Bacteria?	203553	87
B2	bin.002	k__Bacteria	2258	188	117	143	45	0	0	0	0	20.95	0	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SG8-39	RBG-16-66-20		-	-	-	-	-	-	-	-	-	taxonomic classification defined by topology and ANI	-	GCA_001770285.1, s__RBG-16-66-20 sp001...	18.21	0.949272037	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	1	124581	0	65	NODE_13094_length_8610_cov_3.039977	8610	NA	Bacteria?	NA	Bacteria?	124581	100
B2	bin.003	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	146810	0	62	NODE_11720_length_9340_cov_7.842219	9340	NA	Bacteria?	NA	Bacteria?	126621	86
B2	bin.004	k__Bacteria	5449	104	58	93	11	0	0	0	0	13.79	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	230550	0	65	NODE_12157_length_9097_cov_3.697633	9097	NA	Bacteria?	NA	Bacteria?	214247	92
B2	bin.005	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	160154	3	63	NODE_7880_length_12338_cov_3.740047	12338	1	dsDNAphage	|full	Bacteria?	129504	80
B2	bin.006	p__Bacteroidetes	350	316	210	166	145	5	0	0	0	52.53	2.38	Bacteria	Bacteroidota	Bacteroidia	AKYH767	Palsa-948	JABEUT01		-	-	-	-	-	GCA_013288205.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__Palsa-948;g__JABEUT01;s__JABEUT01 sp013288205	82.99	0.59	taxonomic classification defined by topology and ANI	-	GCA_903916255.1, s__JABEUT01 sp9039162...	33.02	0.9743941961	-	5	717231	2	39	NODE_8515_length_11691_cov_3.149450	11691	NA	Bacteria?	NA	Bacteria?	624882	87
