Metagenome	Bin Name	Marker Lineage	# Genomes	# Markers	# Marker Sets	0	1	2	3	4	5+	Completeness	Contamination	Domain	Phylum	Class	Order	Family	Genus	Species	FastANI Reference	FastANI Reference Radius	FastANI Taxonomy	FastANI ANI	FastANI Alignment Fraction	Closest Placement Reference	Closest Placement Taxonomy	Closest Placement ANI	Closest Placement Alignment Fraction	Classification Method	Note	Other Related References	MSA AA Percent	RED Value	Warnings
A3	bin.047	k__Archaea	207	145	103	35	109	1	0	0	0	76.38	0.97	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	TA-20	TA-20 sp013287585	GCA_013287585.1	95	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__TA-20;s__TA-20 sp013287585	97.6	0.76	GCA_013287585.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__TA-20;s__TA-20 sp013287585	97.6	0.76	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_007280335.1, s__TA-20 sp007280335,...	62.9	-	-
A3	bin.049	k__Bacteria	924	161	108	11	150	0	0	0	0	95.12	0	Bacteria	Eremiobacterota	Eremiobacteria	Baltobacterales	Baltobacteraceae			-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	85.92	0.821097758	-
A3	bin.050	k__Bacteria	2258	188	117	56	131	1	0	0	0	81.06	0.43	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Gp1-AA112	DSPA01		-	-	-	-	-	GCA_011046795.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Gp1-AA112;g__DSPA01;s__DSPA01 sp011046795	77.52	0.22	taxonomic classification defined by topology and ANI	-	-	63.53	0.8718381989	-
A3	bin.052	k__Bacteria	88	230	148	8	221	1	0	0	0	94.93	0.68	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	UBA10450	Udaeobacter		-	-	-	-	-	-	-	-	-	taxonomic classification defined by topology and ANI	-	GCA_003219415.1, s__Udaeobacter sp0032...	83.18	0.9803665889	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
A3	bin.054	o__Burkholderiales	108	570	250	138	425	7	0	0	0	83.37	1.36	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea		-	-	-	-	-	-	-	-	-	taxonomic classification defined by topology and ANI	-	GCF_902459565.1, s__Pandoraea aquatica...	63.15	0.9881532203	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
A3	bin.058	k__Bacteria	924	161	108	12	145	4	0	0	0	95.5	3.24	Bacteria	Dormibacterota	Dormibacteria	CF-121				-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	87.85	0.5765577338	-
A3	bin.059	p__Euryarchaeota	148	188	125	50	134	4	0	0	0	78.81	2.4	Archaea	Thermoplasmatota	SW-10-69-26					-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	66.71	0.3743157143	-
A3	bin.061	k__Bacteria	5449	104	58	18	86	0	0	0	0	71.84	0	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2163	C7867-001		-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	58.19	0.9009070132	-
A3	bin.063	k__Bacteria	2258	188	117	63	115	10	0	0	0	69.59	5.11	Bacteria	Acidobacteriota	Thermoanaerobaculia	UBA5704	UBA5704			-	-	-	-	-	GCA_002420005.1	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__UBA5704 sp002420005	77.1	0.32	taxonomic classification defined by topology and ANI	-	-	62.62	0.8365818778	-
A3	bin.066	k__Bacteria	924	161	108	54	100	7	0	0	0	66.33	4.63	Bacteria	Patescibacteria	Saccharimonadia	UBA4664	UBA4664			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	59.78	0.7247501666	-
A3	bin.069	k__Bacteria	2993	143	89	52	90	1	0	0	0	61.53	1.12	Bacteria	Elusimicrobiota	Elusimicrobia	2-01-FULL-59-12	2-01-FULL-59-12			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	55.73	0.8102690349	-
A3	bin.072	k__Bacteria	2258	188	117	14	169	4	1	0	0	89.74	5.13	Bacteria	Acidobacteriota	Blastocatellia	UBA7656	UBA7656			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	85.47	0.845022335	-
A3	bin.074	k__Bacteria	924	151	101	51	100	0	0	0	0	59.57	0	Bacteria	Patescibacteria	Doudnabacteria	UBA920	UBA920			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	57.81	0.8142142667	-
A3	bin.078	k__Bacteria	924	161	108	68	93	0	0	0	0	59.71	0	Bacteria	Eremiobacterota	Eremiobacteria	Baltobacterales	Baltobacteraceae			-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	48.54	0.8301026373	-
A3	bin.081	k__Bacteria	924	151	101	42	109	0	0	0	0	63.53	0	Bacteria	Patescibacteria	Microgenomatia	GWA2-44-7	UBA8517			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	62.06	0.7752498028	-
A3	bin.082	k__Bacteria	2993	147	91	59	83	5	0	0	0	75.25	4.4	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Fen-1231		-	-	-	-	-	GCA_903910555.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Fen-1231;s__Fen-1231 sp903910555	80.69	0.56	taxonomic classification defined by topology and ANI	-	GCA_003171215.1, s__Fen-1231 sp0031712...	57.34	0.975916501	-
A3	bin.083	o__Rickettsiales	83	324	211	114	202	8	0	0	0	58.45	2.76	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12411			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	73.99	0.7694985387	-
A3	bin.086	k__Bacteria	2258	181	110	29	150	2	0	0	0	78.18	1.82	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Palsa-1315	Palsa-1315 sp005887945	GCA_005887945.1	95	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__Palsa-1315 sp005887945	95.21	0.71	GCA_005887945.1	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__Palsa-1315 sp005887945	95.21	0.71	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_005877535.1, s__Palsa-1315 sp00587...	78.44	-	-
A3	bin.087	k__Bacteria	2993	147	91	38	106	3	0	0	0	70.76	2.38	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	SHZT01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	63.15	0.8651071082	-
A3	bin.090	k__Bacteria	88	230	148	39	189	2	0	0	0	86.15	1.35	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera	Lacunisphaera sp900104925	GCF_900104925.1	95	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Lacunisphaera;s__Lacunisphaera sp900104925	99.39	0.94	GCF_900104925.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Lacunisphaera;s__Lacunisphaera sp900104925	99.39	0.94	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001464505.1, s__Lacunisphaera sp00...	68.49	-	-
A3	bin.091	o__Rhizobiales	107	485	316	188	287	10	0	0	0	63.19	1.98	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	UBA4765	UBA4765		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	53.03	0.8746021586	-
A3	bin.094	p__Bacteroidetes	350	316	210	34	279	3	0	0	0	91.3	0.81	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter		-	-	-	-	-	-	-	-	-	ANI	-	GCA_013288235.1, s__Mucilaginibacter s...	85.43	0.9642789302	-
A3	bin.095	p__Bacteroidetes	350	316	210	22	290	4	0	0	0	91.7	1.22	Bacteria	Bacteroidota	Bacteroidia	AKYH767	Palsa-965	Palsa-965		-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	88.7	0.9106506331	-
